瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),弥历扁柯(∑C),弥绊扁柯(∑C),老碍荐樊(mm),乞闭 浅加(m/s),乞闭 惑措嚼档(%)
143,措备,2021-07-28,28.2,23.1,34.2,,2.3,62.8
143,措备,2021-07-29,29.5,23.4,35.2,0,1.5,58.4
143,措备,2021-07-30,30.6,25.3,35.9,,1.3,53.5
143,措备,2021-07-31,29.9,25.3,37.2,5.4,1.5,62.9
143,措备,2021-08-01,28.1,25,35.1,26.2,1.4,78.6
143,措备,2021-08-02,27.7,25,32.9,0,1.3,80.4
143,措备,2021-08-03,29,24.7,33.5,0,1.3,69.3
143,措备,2021-08-04,30.1,25,35.5,,1.1,65.1
143,措备,2021-08-05,30.8,25.1,36.9,,1.4,62.9
143,措备,2021-08-06,30.2,25,36.8,,1.8,61.8
143,措备,2021-08-07,29.1,23.1,37,13.2,1.6,68.1
143,措备,2021-08-08,25.4,23.2,29,1.2,1.8,82.8
143,措备,2021-08-09,27.4,23.1,33,.3,2.5,58.5
143,措备,2021-08-10,23.5,21,27.8,13.6,2.4,80.6
143,措备,2021-08-11,25.6,21.9,32.5,8.9,1.4,76.1
143,措备,2021-08-12,26.1,21.6,30.9,0,2.4,71.3
143,措备,2021-08-13,25.7,23.4,30.2,0,2.3,69.4
143,措备,2021-08-14,23.3,21.7,26.6,13.6,1.4,79.6
143,措备,2021-08-15,23.5,20.9,28.2,.8,1.7,74
143,措备,2021-08-16,23.5,20.8,27.5,0,2.2,68.4
143,措备,2021-08-17,23.6,21.7,26.9,.2,1.5,70.3
143,措备,2021-08-18,23.1,21.2,26.1,1.3,1.8,76.3
143,措备,2021-08-19,24.3,21.6,28.3,1,1.3,67.6
143,措备,2021-08-20,25,19.7,31.9,,1.8,67.6
143,措备,2021-08-21,23.1,21.9,25.8,30.9,2.3,88.3
143,措备,2021-08-22,26.1,22.1,31.5,,1.4,70.6
143,措备,2021-08-23,23.1,21.2,24.9,26.3,1.6,87.8
143,措备,2021-08-24,24.4,21.5,29.2,69,1.6,87
143,措备,2021-08-25,25.3,22.9,27.7,7.7,1.1,85.6
143,措备,2021-08-26,27.4,22.9,34.4,6,1.2,64.6
143,措备,2021-08-27,23.7,21.5,28.7,13.7,1.2,84.3
143,措备,2021-08-28,25.6,20.9,31.9,,1.4,61.8
143,措备,2021-08-29,23.6,21.3,26.6,7,1.3,78
143,措备,2021-08-30,25.2,22,30.6,.2,1.2,68.4
143,措备,2021-08-31,24.4,21.5,29.1,15.2,1.9,74
143,措备,2021-09-01,21.9,20,28.2,40.7,2.4,90.8
143,措备,2021-09-02,21.8,20.1,24.7,1.2,2.5,77.1
143,措备,2021-09-03,20.5,19.3,22.7,3.8,1.4,86.5
143,措备,2021-09-04,22.4,18.8,26.8,,2,66.4
143,措备,2021-09-05,21.8,19.3,25.1,.4,1.7,68.5
143,措备,2021-09-06,21.8,19.4,25.6,4.8,2.3,78.3
143,措备,2021-09-07,22.2,19.9,25.5,0,1.2,86
143,措备,2021-09-08,23.7,20.1,28.8,,1.7,68.8
143,措备,2021-09-09,23.7,18.7,29.6,,.9,67.1
143,措备,2021-09-10,22.6,20.2,26.3,,.9,75.5
143,措备,2021-09-11,23.8,18.5,30.9,,1,65.4
143,措备,2021-09-12,24.3,18.2,30.8,,2,65.3
143,措备,2021-09-13,23.1,20.9,25.8,,3.4,66.3
143,措备,2021-09-14,22.5,20.8,24.5,,3.5,68.9
143,措备,2021-09-15,22.7,19.3,26.7,,3.9,61.6
143,措备,2021-09-16,22.2,16.9,25.8,0,2.9,71.6
143,措备,2021-09-17,20.5,18.1,22.6,4.1,2.5,82.5
143,措备,2021-09-18,21.5,16.9,26.6,,1.6,79.1
143,措备,2021-09-19,21.7,17.2,27.1,,2.1,76.3
143,措备,2021-09-20,21.7,16.6,26.3,,2.6,79.1
143,措备,2021-09-21,22.9,20,26.5,9,1.5,90.6
143,措备,2021-09-22,24.1,18.2,29.6,,2.2,67.4
143,措备,2021-09-23,21.6,17.6,26.6,,2.2,63.6
143,措备,2021-09-24,19.7,15.1,25.8,,1.9,82.1
143,措备,2021-09-25,20.6,17.5,23.6,1.2,1.7,84.8
143,措备,2021-09-26,20.5,17.9,24.9,,2,74.1
143,措备,2021-09-27,20.4,17.8,24.8,,1.8,73.1
143,措备,2021-09-28,21.8,19,26,,2,75.8
143,措备,2021-09-29,22.4,19.8,27.3,11.3,1.2,93.9
143,措备,2021-09-30,21.9,18.1,27,7.6,2,82
143,措备,2021-10-01,21.6,15.4,28.9,,1.1,77.8
143,措备,2021-10-02,22.3,17.4,29.1,,1.3,71.3
143,措备,2021-10-03,22.4,16,30.9,,1.3,71
143,措备,2021-10-04,24.3,16.6,31.5,,1.3,67.8
143,措备,2021-10-05,24,19.7,30.1,,1.7,74.5
143,措备,2021-10-06,22.1,19.7,26.5,,2.5,80.4
143,措备,2021-10-07,23.3,18.4,28.6,,1.3,73.8
143,措备,2021-10-08,22.2,20.9,25.3,0,2.7,79.8
143,措备,2021-10-09,23.4,20.6,28.9,,1.8,81.8
143,措备,2021-10-10,25.1,20,31.8,.2,1.4,75.1
143,措备,2021-10-11,17.8,15.4,25.1,23.1,2,88.4
143,措备,2021-10-12,15.9,14.7,17.3,10.6,1.9,91
143,措备,2021-10-13,18.2,14.7,21.7,.6,1.5,80.9
143,措备,2021-10-14,19.6,14.6,26,,1.2,81.5
143,措备,2021-10-15,19.2,16.2,24,10.5,1.3,81.3
143,措备,2021-10-16,14.3,8.1,17.4,12.8,3.3,64.4
143,措备,2021-10-17,7.9,3.7,13.8,,2.7,45.4
143,措备,2021-10-18,9.2,2,17.6,,1,59.6
143,措备,2021-10-19,11.6,6.8,18.2,,2,65.8
143,措备,2021-10-20,10.7,5.1,17.4,,1,68.8
143,措备,2021-10-21,11.4,6,16.9,,1.2,79
143,措备,2021-10-22,11.8,6.2,18,0,1.9,65.6
143,措备,2021-10-23,11.7,5.5,19.3,,1,68.1
143,措备,2021-10-24,11.8,5.2,19.9,,.9,70.8
143,措备,2021-10-25,12.4,7,20.4,,1.1,67.9
143,措备,2021-10-26,12,5,20.2,,1,67
143,措备,2021-10-27,14.1,9.5,21.4,,1.3,61.6
143,措备,2021-10-28,13.9,5.7,20.6,,1.8,57.6
143,措备,2021-10-29,12.8,7.3,18.9,,1.7,70.5
143,措备,2021-10-30,11.8,7.6,17.8,,.7,79.3
143,措备,2021-10-31,12.8,6.4,21.6,,.9,70.1
143,措备,2021-11-01,14.3,7.7,20.1,,1.5,64.3
143,措备,2021-11-02,13,7.6,18.6,,1.7,64.5
143,措备,2021-11-03,12.2,6.2,19.3,,1.4,67.6
143,措备,2021-11-04,12.3,6.4,20.5,,1.1,64.6
143,措备,2021-11-05,12.5,5.4,19.5,,1.4,73.5
143,措备,2021-11-06,13,7.1,20.8,,1.7,72.1
143,措备,2021-11-07,14.2,8.8,20.1,,1.9,71.3
143,措备,2021-11-08,10.9,8.2,17.4,26.8,2.9,76.9
143,措备,2021-11-09,9,6.5,12.5,0,2.7,61.5
143,措备,2021-11-10,8.1,5.9,11.6,.4,3.1,68.3
143,措备,2021-11-11,8.7,6.7,12.8,0,3.5,55.1
143,措备,2021-11-12,7.4,5.6,10.4,,3.8,55.8
143,措备,2021-11-13,7.8,1.5,15.1,,1.1,70
143,措备,2021-11-14,9.6,3,17.7,,.9,72.3
143,措备,2021-11-15,9.7,4.2,17.4,,1,65.9
143,措备,2021-11-16,9.3,3.3,17.1,,1.3,61
143,措备,2021-11-17,9.6,1.9,15.8,,1.4,53.6
143,措备,2021-11-18,10.5,4.4,18.1,,.9,62.6
143,措备,2021-11-19,11,3.6,18.8,,1.2,72.5
143,措备,2021-11-20,10.7,5.1,18.9,,.9,76.6
143,措备,2021-11-21,11.4,6.4,16.9,,.9,77.4
143,措备,2021-11-22,7.4,3.5,12.1,.4,4.6,57.4
143,措备,2021-11-23,4.4,1.3,7.7,,4.4,51.4
143,措备,2021-11-24,7.7,3.8,12.9,,3.1,48
143,措备,2021-11-25,9,1.9,16.2,,2,53.9
143,措备,2021-11-26,7.2,3.6,12,,3.1,43.3
143,措备,2021-11-27,5.9,1.4,11.4,,1.5,49.9
143,措备,2021-11-28,5.2,-2.2,13.1,,1,60.1
143,措备,2021-11-29,7.2,-.8,16.1,,.9,53.1
143,措备,2021-11-30,5.7,3,10.6,15.5,2.3,78.1
143,措备,2021-12-01,2.4,-.5,4.8,,6.3,39.6
143,措备,2021-12-02,2.6,-1.1,7.6,,2.3,53.6
143,措备,2021-12-03,4.8,1.2,10.3,0,2.9,54.4
143,措备,2021-12-04,4.2,.9,8.7,,3.1,52
143,措备,2021-12-05,3.7,-2.2,11.6,,.8,72.8
143,措备,2021-12-06,5.1,-.5,12.5,,.7,78.4
143,措备,2021-12-07,7.5,1.1,14.7,,1.2,67.4
143,措备,2021-12-08,6.6,.9,13.4,,.9,72.8
143,措备,2021-12-09,6.5,.4,12.6,,.9,79
143,措备,2021-12-10,8,2.8,13.4,,1.1,80.1
143,措备,2021-12-11,8.9,3.4,13.1,,1.5,71.4
143,措备,2021-12-12,6.6,-.2,11.2,,4.1,52.9
143,措备,2021-12-13,.5,-3.7,5.8,,3.5,31
143,措备,2021-12-14,3.7,-2.8,8.9,,2,53
143,措备,2021-12-15,6.1,-.8,14.9,,1,68.6
143,措备,2021-12-16,6.3,2.5,10.3,.1,.9,80
143,措备,2021-12-17,.5,-6,7.8,,6.3,42.9
143,措备,2021-12-18,-3.4,-8.7,2.6,,2.6,38.6
143,措备,2021-12-19,1.2,-3.8,6,0,3,52.8
143,措备,2021-12-20,4.8,-3,12.7,,1.5,58.5
143,措备,2021-12-21,6.3,-.6,14.2,,1,67.5
143,措备,2021-12-22,4.3,-1.5,12.3,,1.1,54.9
143,措备,2021-12-23,3.3,-2.9,11.1,,1,52.6
143,措备,2021-12-24,4.2,-.9,10.9,,2,59.6
143,措备,2021-12-25,-4.7,-8.2,1.6,,5.1,38.6
143,措备,2021-12-26,-7.1,-10.8,-3.1,,4.6,39
143,措备,2021-12-27,-2.1,-7.9,2.3,,3.7,46.6
143,措备,2021-12-28,2.1,-3.4,7.4,,1.2,67.6
143,措备,2021-12-29,3.5,-2.6,10,,2,61.9
143,措备,2021-12-30,1.1,-1.9,4.9,0,4.9,45.4
143,措备,2021-12-31,-2.5,-4.9,1.6,,4.6,33.5
143,措备,2022-01-01,-2.3,-8.8,5.6,,1.6,36
143,措备,2022-01-02,.6,-6,7.7,,1.7,47.3
143,措备,2022-01-03,-.2,-6.5,6.9,,1.6,50.1
143,措备,2022-01-04,1.9,-2.5,7.6,,2,39.4
143,措备,2022-01-05,.6,-5.6,5,,.8,43.9
143,措备,2022-01-06,2.9,-2.3,7.9,,2.3,38.5
143,措备,2022-01-07,.1,-6.6,8.6,,1.1,42.8
143,措备,2022-01-08,1.4,-6.3,8.9,,1.7,43.4
143,措备,2022-01-09,2,-2.2,8.7,,.9,65.9
143,措备,2022-01-10,3,-4.5,9.9,,1.4,61.8
143,措备,2022-01-11,-.9,-5.5,4.7,0,5,44.9
143,措备,2022-01-12,-3.2,-7.6,1.8,,3.6,42.1
143,措备,2022-01-13,-2.8,-4.8,1,0,5,42.3
143,措备,2022-01-14,-2.6,-6.7,4.2,,2.6,35.3
143,措备,2022-01-15,1,-4.7,8.4,,1.3,43.3
143,措备,2022-01-16,1.9,-2.2,8.2,0,2.8,47.6
143,措备,2022-01-17,-.4,-4.1,4.7,,4.2,49.1
143,措备,2022-01-18,-2.5,-6.1,2.8,,2.9,32.3
143,措备,2022-01-19,-.7,-7.8,5.6,0,2.1,47.6
143,措备,2022-01-20,-1.1,-5.3,5.1,,2,46.3
143,措备,2022-01-21,-1,-8.3,6.8,,1,51.3
143,措备,2022-01-22,2.3,-5.8,10.1,,1.1,63.1
143,措备,2022-01-23,6.4,1.5,12.8,,1.5,62.3
143,措备,2022-01-24,4.9,2.2,6.9,,2.7,61
143,措备,2022-01-25,4.5,1.2,7.5,0,1.3,66.6
143,措备,2022-01-26,3.8,.8,8.2,,2.6,55.4
143,措备,2022-01-27,3.2,-2.1,9.7,,1.9,45.6
143,措备,2022-01-28,2.3,-.3,6.7,,3.2,32.5
143,措备,2022-01-29,1,-1.7,5.5,,3.4,34.3
143,措备,2022-01-30,1.1,-4.2,6.5,,2.6,34.5
143,措备,2022-01-31,1.3,-5.3,7.8,,2.1,33.5
143,措备,2022-02-01,1.9,-2.8,5.4,,3.8,50.3
143,措备,2022-02-02,.7,-2.1,5.6,,3.3,45.1
143,措备,2022-02-03,.4,-3.8,5.4,,2.7,41.6
143,措备,2022-02-04,-.6,-3.4,4.2,,4.4,43.9
143,措备,2022-02-05,-3,-6.4,1.1,,5.6,45.4
143,措备,2022-02-06,-1.1,-5,3.5,,4.4,43.6
143,措备,2022-02-07,.2,-3.6,3.6,,3,37.5
143,措备,2022-02-08,1.5,-3.7,7.1,,2.1,43.8
143,措备,2022-02-09,2.6,-5.7,9.4,,1,50.8
143,措备,2022-02-10,5.3,1.2,10.7,,1.9,41.1
143,措备,2022-02-11,3.5,-3.6,11.8,,1.3,43
143,措备,2022-02-12,4.8,-2,12.7,,2.1,53
143,措备,2022-02-13,5.4,-.7,11.6,,1.9,73.3
143,措备,2022-02-14,7.3,2.5,13,,1.8,59.9
143,措备,2022-02-15,.4,-4.3,6.6,,5.1,46.5
143,措备,2022-02-16,-3.6,-5.8,.8,,5,44.5
143,措备,2022-02-17,-4.3,-8.4,1.5,,3.1,37.1
143,措备,2022-02-18,-.8,-9.3,8.1,,1.1,42.9
143,措备,2022-02-19,2.4,-.2,7.1,,2.3,49
143,措备,2022-02-20,-2.2,-5.2,2,0,4.5,36.1
143,措备,2022-02-21,1.2,-5,7.4,,3.4,43.4
143,措备,2022-02-22,-.4,-3.3,3.9,0,4.4,38.5
143,措备,2022-02-23,-2.3,-6.3,2.8,,3.5,32
143,措备,2022-02-24,.5,-5.1,6.7,,3.7,30.6
143,措备,2022-02-25,5,-2,11.7,,2.9,41.9
143,措备,2022-02-26,6.8,-1.9,14.7,.1,2.5,52.5
143,措备,2022-02-27,6.3,1.7,12.6,0,3.5,32.4
143,措备,2022-02-28,7,-2.5,15.1,,1.2,34.3
143,措备,2022-03-01,9.9,4.9,16.3,0,2.5,51.9
143,措备,2022-03-02,6.2,1.3,12.3,,3.7,41.5
143,措备,2022-03-03,7.7,-.2,15.2,,1.8,39.4
143,措备,2022-03-04,8.8,-.6,17.3,,1.8,50.4
143,措备,2022-03-05,6.9,1.5,12.2,,5.3,30.9
143,措备,2022-03-06,4,0,10.2,,3.5,30.3
143,措备,2022-03-07,5.2,-2.2,12.7,,1.6,37
143,措备,2022-03-08,8.1,-1.1,15.8,,1.3,36.4
143,措备,2022-03-09,9.1,.5,17.5,,1.6,49.9
143,措备,2022-03-10,10.5,2.2,18.3,,1.4,59.6
143,措备,2022-03-11,12.5,5.2,18.9,,1.3,57.6
143,措备,2022-03-12,14.7,7.1,21.5,,1.8,67.6
143,措备,2022-03-13,15.1,10.3,18.5,2.1,1.5,87.1
143,措备,2022-03-14,10.8,8.9,13.9,,3.9,84.9
143,措备,2022-03-15,11.7,6,19.3,,1.8,53.6
143,措备,2022-03-16,14.4,5.1,23,,1.5,45.3
143,措备,2022-03-17,8.8,6.3,13.6,6.1,4.6,84.1
143,措备,2022-03-18,6.1,4.3,8.1,8.5,4.2,83.4
143,措备,2022-03-19,4.9,3,8.1,4.2,1.8,83.8
143,措备,2022-03-20,6.6,2,11,,1.6,69.8
143,措备,2022-03-21,8.3,2.2,13.8,,2,53.1
143,措备,2022-03-22,8.7,5.5,14.2,,3,48.8
143,措备,2022-03-23,6.8,2.6,11.1,0,1.7,66.6
143,措备,2022-03-24,9.1,1.4,17,,1.1,60.6
143,措备,2022-03-25,13.5,6.1,20.1,1.6,1.9,67.6
143,措备,2022-03-26,14.7,12.3,20.4,11.7,3.8,80.9
143,措备,2022-03-27,13.1,7.3,20.7,,3.7,39.3
143,措备,2022-03-28,9,3,14.9,,2.2,45.5
143,措备,2022-03-29,10.8,1.8,19.8,,1.3,51.6
143,措备,2022-03-30,14.8,5.7,23.3,,1.7,57
143,措备,2022-03-31,10.5,6.7,13.4,.1,4.8,74
143,措备,2022-04-01,8.8,3.7,13.7,.3,2.1,64.4
143,措备,2022-04-02,10.2,1.2,17.3,,1.5,50
143,措备,2022-04-03,11.3,3.4,19.3,,1.7,50.9
143,措备,2022-04-04,13.2,4.7,21,,1.4,49.6
143,措备,2022-04-05,14.4,5.7,21.5,,2,35.3
143,措备,2022-04-06,16,10,23.5,,2.2,35.6
143,措备,2022-04-07,14.4,8.8,20.5,2.4,2.7,49.3
143,措备,2022-04-08,15.7,6,24.3,,1.6,41.4
143,措备,2022-04-09,18.6,9.4,28.5,,1.7,48.5
143,措备,2022-04-10,19.5,11.4,27.5,,1.6,50.6
143,措备,2022-04-11,20.3,13.6,27.9,,1.7,66.3
143,措备,2022-04-12,22.5,15.4,30.2,,1.4,64.5
143,措备,2022-04-13,12.2,9.6,21.3,,5.4,80.1
143,措备,2022-04-14,10.9,9.2,13.2,0,3.7,72.4
143,措备,2022-04-15,12.1,8.9,19.1,,3.2,59.8
143,措备,2022-04-16,13.5,4.3,21,,1.9,45.3
143,措备,2022-04-17,15.6,7.1,23,,1.8,36.9
143,措备,2022-04-18,18.1,10.9,24.3,,2,33.3
143,措备,2022-04-19,18.4,9.5,25.7,,2.2,31.4
143,措备,2022-04-20,18.2,8.8,26.6,,1.6,35.5
143,措备,2022-04-21,14.3,11,19.7,.2,1.1,60.3
143,措备,2022-04-22,19,8.9,28.5,,2.1,64
143,措备,2022-04-23,19.1,14.9,25.9,,2.6,58.9
143,措备,2022-04-24,22,12.5,29.9,,1.8,52.4
143,措备,2022-04-25,21.7,14.5,29.3,2.5,1.7,58.4
143,措备,2022-04-26,18.3,15.8,20.6,20.3,1.6,94.4
143,措备,2022-04-27,17.2,12.6,20.3,,3.7,59.6
143,措备,2022-04-28,15.7,10.4,22.5,,3.7,67
143,措备,2022-04-29,11.3,9.3,13.8,12.8,2.6,80.6
143,措备,2022-04-30,14.5,9.9,19.7,,2.1,60.4
143,措备,2022-05-01,15.2,10.2,20.3,,3.2,39.4
143,措备,2022-05-02,13.1,7.4,20.7,1.2,2.1,55.8
143,措备,2022-05-03,15.2,6.5,23.5,,1.5,59.6
143,措备,2022-05-04,19,9.8,28.3,,1.7,49
143,措备,2022-05-05,20,11.9,29.1,,1.5,51.5
143,措备,2022-05-06,21.2,12.2,28.7,,1.5,58.3
143,措备,2022-05-07,18.9,13.6,26,,3.7,66.5
143,措备,2022-05-08,16.4,12.8,22.1,,3.7,59.9
143,措备,2022-05-09,16.2,12.3,21.9,.4,3,55.5
143,措备,2022-05-10,16.5,10.3,23.5,,2.9,56.3
143,措备,2022-05-11,20.7,14.3,26.8,0,1.7,57.4
143,措备,2022-05-12,20.2,15.9,24.6,,3.1,63.1
143,措备,2022-05-13,15.7,13.3,19.3,2.6,3,86.4
143,措备,2022-05-14,17.9,11.1,24.6,,3.1,50
143,措备,2022-05-15,17.1,12.8,23.2,,2.4,42.1
143,措备,2022-05-16,18.5,9.7,25.5,,2,38.5
143,措备,2022-05-17,20.4,10.8,28.2,,1.5,42.3
143,措备,2022-05-18,23.3,13,31.1,,2.1,42.8
143,措备,2022-05-19,23,16.2,29.5,,2,36.9
143,措备,2022-05-20,22.8,17.1,28.6,,1.9,43.3
143,措备,2022-05-21,23.7,17.9,29.7,,3.1,51.5
143,措备,2022-05-22,24.8,18.6,32.7,,3.7,45.6
143,措备,2022-05-23,24.3,15.4,32.3,,2.1,53.9
143,措备,2022-05-24,26.4,19.3,33.2,,2,45.5
143,措备,2022-05-25,25.5,18.8,33.2,,1.8,54.9
143,措备,2022-05-26,22.9,18.7,27.5,,3.4,41.6
143,措备,2022-05-27,23.8,16.4,29.5,,4.1,37.3
143,措备,2022-05-28,24.9,15.2,33,,1.9,39
143,措备,2022-05-29,24.9,16.2,33,,1.7,40.5
143,措备,2022-05-30,24.3,20.5,29.6,0,2.1,53.8
143,措备,2022-05-31,24.7,18.6,31.1,,2.9,39.4
143,措备,2022-06-01,24.7,18.7,33.1,,1.7,39.6
143,措备,2022-06-02,26.1,17.5,33.5,,2.3,44.5
143,措备,2022-06-03,23.5,18.7,30.4,,3.9,61.5
143,措备,2022-06-04,22.1,17.9,28.8,,3.7,67
143,措备,2022-06-05,18,17,19.3,32.2,2.7,92.5
143,措备,2022-06-06,18.7,15.9,23.1,.8,1.9,84.6
143,措备,2022-06-07,16.5,13.9,21.1,1.1,2.9,85.1
143,措备,2022-06-08,17.5,14.5,22.3,0,2.5,77.8
143,措备,2022-06-09,20.4,13.3,28.2,,2,70.5
143,措备,2022-06-10,22.7,15.2,29.7,,1.5,67.1
143,措备,2022-06-11,21.4,18.4,26.1,,3.4,74
143,措备,2022-06-12,20.7,16.4,25.8,,3.2,73.1
143,措备,2022-06-13,19.9,17.2,24,,4.2,75.6
143,措备,2022-06-14,16.9,15.9,19.2,3.1,2.7,92.4
143,措备,2022-06-15,19.7,15.5,25.3,3.7,1,88.6
143,措备,2022-06-16,23.2,16.8,28.9,,1.8,69.6
143,措备,2022-06-17,25.9,17.4,34.2,,1.5,63.9
143,措备,2022-06-18,27.9,22.2,34.3,,2.1,65.3
143,措备,2022-06-19,28.9,23.8,34.5,,2.2,63.1
143,措备,2022-06-20,28.6,23.6,35.6,2.2,1.9,69.8
143,措备,2022-06-21,27.8,22.2,34.1,,2.3,72.6
143,措备,2022-06-22,29.9,23.6,37.1,,1.6,65
143,措备,2022-06-23,27.9,23.4,31.6,.2,2,72.8
143,措备,2022-06-24,28.1,23.1,32.9,32.4,3.1,70
143,措备,2022-06-25,28.2,22.8,34.4,,2.4,67
143,措备,2022-06-26,28.4,24.4,32.8,,1.7,72.1
143,措备,2022-06-27,27.3,25.4,30.1,5.4,1.8,86.3
143,措备,2022-06-28,28.9,24.8,32.3,.7,2.6,71.3
143,措备,2022-06-29,29.5,27.7,33.7,0,2.4,68.5
143,措备,2022-06-30,29.8,26.5,34.8,,1.9,68
143,措备,2022-07-01,29.8,24,36.2,,1.4,68.6
143,措备,2022-07-02,29.9,22.5,36.8,,2,63.9
143,措备,2022-07-03,29.3,25.3,35.1,1,1.6,69.6
143,措备,2022-07-04,28.8,25.8,32.8,0,1.4,72.5
143,措备,2022-07-05,28.8,24.6,33,0,1.8,72.1
143,措备,2022-07-06,28.5,25.3,33.8,2.9,2.3,81.4
143,措备,2022-07-07,29.7,25.1,35.3,,2.2,74.3
143,措备,2022-07-08,28.5,26,33.6,17.2,1.3,84.6
143,措备,2022-07-09,28.7,24.3,33.8,,2.3,71.3
143,措备,2022-07-10,28.1,24.1,33.4,,2.7,76.5
143,措备,2022-07-11,26.4,23.9,29.7,9.5,1.4,86.6
143,措备,2022-07-12,25.6,23.6,29.4,,3.8,75.3
143,措备,2022-07-13,24.4,22.5,27.7,15.2,2.2,85.6
